Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Josh Oliver (25323976),Josh Oliver,25323976,TE/FLEX,2500,CAR@BAL 11/20/2022 01:00PM ET,BAL,1.91
TE,Nick Boyle (25323978),Nick Boyle,25323978,TE/FLEX,2500,CAR@BAL 11/20/2022 01:00PM ET,BAL,0
TE,Charlie Kolar (25323980),Charlie Kolar,25323980,TE/FLEX,2500,CAR@BAL 11/20/2022 01:00PM ET,BAL,0
TE,Ian Thomas (25324140),Ian Thomas,25324140,TE/FLEX,2500,CAR@BAL 11/20/2022 01:00PM ET,CAR,2.4
TE,Stephen Sullivan (25324142),Stephen Sullivan,25324142,TE/FLEX,2500,CAR@BAL 11/20/2022 01:00PM ET,CAR,0.94
TE,Colin Thompson (25324144),Colin Thompson,25324144,TE/FLEX,2500,CAR@BAL 11/20/2022 01:00PM ET,CAR,0
TE,Giovanni Ricci (25324146),Giovanni Ricci,25324146,TE/FLEX,2500,CAR@BAL 11/20/2022 01:00PM ET,CAR,1.38
TE,Quintin Morris (25323990),Quintin Morris,25323990,TE/FLEX,2500,CLE@BUF 11/20/2022 01:00PM ET,BUF,1.46
TE,Tommy Sweeney (25323992),Tommy Sweeney,25323992,TE/FLEX,2500,CLE@BUF 11/20/2022 01:00PM ET,BUF,0.57
TE,Zach Davidson (25323994),Zach Davidson,25323994,TE/FLEX,2500,CLE@BUF 11/20/2022 01:00PM ET,BUF,0
TE,Pharaoh Brown (25324122),Pharaoh Brown,25324122,TE/FLEX,2500,CLE@BUF 11/20/2022 01:00PM ET,CLE,2.7
TE,Miller Forristall (25324124),Miller Forristall,25324124,TE/FLEX,2500,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
TE,Jesse James (25324126),Jesse James,25324126,TE/FLEX,2500,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
TE,Zaire Mitchell-Paden (25324128),Zaire Mitchell-Paden,25324128,TE/FLEX,2500,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
TE,Armani Rogers (25324038),Armani Rogers,25324038,TE/FLEX,2500,WAS@HOU 11/20/2022 01:00PM ET,WAS,1.38
TE,Cole Turner (25324040),Cole Turner,25324040,TE/FLEX,2500,WAS@HOU 11/20/2022 01:00PM ET,WAS,1.43
TE,Curtis Hodges (25324042),Curtis Hodges,25324042,TE/FLEX,2500,WAS@HOU 11/20/2022 01:00PM ET,WAS,0
TE,Eli Wolf (25324044),Eli Wolf,25324044,TE/FLEX,2500,WAS@HOU 11/20/2022 01:00PM ET,WAS,0
TE,Teagan Quitoriano (25324090),Teagan Quitoriano,25324090,TE/FLEX,2500,WAS@HOU 11/20/2022 01:00PM ET,HOU,3.6
TE,Mason Schreck (25324092),Mason Schreck,25324092,TE/FLEX,2500,WAS@HOU 11/20/2022 01:00PM ET,HOU,1.3
TE,Jack Stoll (25323982),Jack Stoll,25323982,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,PHI,0.99
TE,Grant Calcaterra (25323984),Grant Calcaterra,25323984,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,PHI,0.71
TE,Tyree Jackson (25323986),Tyree Jackson,25323986,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,PHI,0
TE,Noah Togiai (25323988),Noah Togiai,25323988,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,PHI,0
TE,Jelani Woods (25324130),Jelani Woods,25324130,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,IND,3.66
TE,Nikola Kalinic (25324132),Nikola Kalinic,25324132,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,IND,0
TE,Drew Ogletree (25324134),Drew Ogletree,25324134,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,IND,0
TE,Jalen Wydermyer (25324136),Jalen Wydermyer,25324136,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,IND,0
TE,Darrell Daniels (25324138),Darrell Daniels,25324138,TE/FLEX,2500,PHI@IND 11/20/2022 01:00PM ET,IND,0
TE,Scotty Washington (25324012),Scotty Washington,25324012,TE/FLEX,2500,NYJ@NE 11/20/2022 01:00PM ET,NE,0
TE,Matt Sokol (25324014),Matt Sokol,25324014,TE/FLEX,2500,NYJ@NE 11/20/2022 01:00PM ET,NE,0
TE,C.J. Uzomah (25324110),C.J. Uzomah,25324110,TE/FLEX,2500,NYJ@NE 11/20/2022 01:00PM ET,NYJ,2.28
TE,Kenny Yeboah (25324112),Kenny Yeboah,25324112,TE/FLEX,2500,NYJ@NE 11/20/2022 01:00PM ET,NYJ,0
TE,Jeremy Ruckert (25324114),Jeremy Ruckert,25324114,TE/FLEX,2500,NYJ@NE 11/20/2022 01:00PM ET,NYJ,0
TE,Adam Trautman (25324054),Adam Trautman,25324054,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,NO,3.45
TE,Nick Vannett (25324056),Nick Vannett,25324056,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,NO,1.1
TE,J.P. Holtz (25324058),J.P. Holtz,25324058,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,NO,0
TE,Dylan Soehner (25324060),Dylan Soehner,25324060,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,NO,0
TE,Lucas Krull (25324062),Lucas Krull,25324062,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,NO,0
TE,Zach Wood (25324064),Zach Wood,25324064,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,NO,0
TE,Brycen Hopkins (25324066),Brycen Hopkins,25324066,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,LAR,0.35
TE,Jared Pinkney (25324068),Jared Pinkney,25324068,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,LAR,0
TE,Jacob Harris (25324070),Jacob Harris,25324070,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,LAR,0
TE,Roger Carter Jr. (25324072),Roger Carter Jr.,25324072,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,LAR,0
TE,Kendall Blanton (25324074),Kendall Blanton,25324074,TE/FLEX,2500,LAR@NO 11/20/2022 01:00PM ET,LAR,1.38
TE,Lawrence Cager (25324008),Lawrence Cager,25324008,TE/FLEX,2500,DET@NYG 11/20/2022 01:00PM ET,NYG,2.97
TE,Dre Miller (25324010),Dre Miller,25324010,TE/FLEX,2500,DET@NYG 11/20/2022 01:00PM ET,NYG,0
TE,Shane Zylstra (25324106),Shane Zylstra,25324106,TE/FLEX,2500,DET@NYG 11/20/2022 01:00PM ET,DET,1.42
TE,Garrett Griffin (25324108),Garrett Griffin,25324108,TE/FLEX,2500,DET@NYG 11/20/2022 01:00PM ET,DET,0
TE,Albert Okwuegbunam (25323972),Albert Okwuegbunam,25323972,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,DEN,2.4
TE,Eric Tomlinson (25324030),Eric Tomlinson,25324030,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,DEN,0.74
TE,Eric Saubert (25324032),Eric Saubert,25324032,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,DEN,2.61
TE,Andrew Beck (25324034),Andrew Beck,25324034,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,DEN,1.1
TE,Mitchell Fraboni (25324036),Mitchell Fraboni,25324036,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,DEN,0
TE,Jesper Horsted (25324084),Jesper Horsted,25324084,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,LV,0.54
TE,Jacob Hollister (25324086),Jacob Hollister,25324086,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,LV,0
TE,Cole Fotheringham (25324088),Cole Fotheringham,25324088,TE/FLEX,2500,LV@DEN 11/20/2022 04:05PM ET,LV,0
DST,Raiders  (25324163),Raiders ,25324163,DST,2500,LV@DEN 11/20/2022 04:05PM ET,LV,3.78
TE,Jake Ferguson (25323974),Jake Ferguson,25323974,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,DAL,3.09
TE,Peyton Hendershot (25324046),Peyton Hendershot,25324046,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,DAL,2.61
TE,Sean McKeon (25324048),Sean McKeon,25324048,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,DAL,0.62
TE,Ian Bunting (25324050),Ian Bunting,25324050,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,DAL,0
TE,Seth Green (25324052),Seth Green,25324052,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,DAL,0
TE,Johnny Mundt (25324076),Johnny Mundt,25324076,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,MIN,2.97
TE,Nick Muse (25324078),Nick Muse,25324078,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,MIN,0
TE,Ben Ellefson (25324080),Ben Ellefson,25324080,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,MIN,1.4
TE,Andrew DePaola (25324082),Andrew DePaola,25324082,TE/FLEX,2500,DAL@MIN 11/20/2022 04:25PM ET,MIN,0
TE,Mitchell Wilcox (25323996),Mitchell Wilcox,25323996,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,CIN,1.19
TE,Devin Asiasi (25323998),Devin Asiasi,25323998,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,CIN,0
TE,Drew Sample (25324000),Drew Sample,25324000,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,CIN,0.9
TE,Cal Adomitis (25324002),Cal Adomitis,25324002,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,CIN,0
TE,Clark Harris (25324004),Clark Harris,25324004,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,CIN,0
TE,Nick Bowers (25324006),Nick Bowers,25324006,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,CIN,0
TE,Zach Gentry (25324116),Zach Gentry,25324116,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,PIT,2.36
TE,Connor Heyward (25324118),Connor Heyward,25324118,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,PIT,1.62
TE,Rodney Williams II (25324120),Rodney Williams II,25324120,TE/FLEX,2500,CIN@PIT 11/20/2022 04:25PM ET,PIT,0
DST,Texans  (25324164),Texans ,25324164,DST,2400,WAS@HOU 11/20/2022 01:00PM ET,HOU,5.67
DST,Vikings  (25324165),Vikings ,25324165,DST,2400,DAL@MIN 11/20/2022 04:25PM ET,MIN,8.33
DST,Browns  (25324167),Browns ,25324167,DST,2300,CLE@BUF 11/20/2022 01:00PM ET,CLE,4.11
DST,Steelers  (25324166),Steelers ,25324166,DST,2300,CIN@PIT 11/20/2022 04:25PM ET,PIT,5.67
DST,Panthers  (25324169),Panthers ,25324169,DST,2200,CAR@BAL 11/20/2022 01:00PM ET,CAR,6.5
DST,Colts  (25324168),Colts ,25324168,DST,2200,PHI@IND 11/20/2022 01:00PM ET,IND,5.8
