Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Roster Position
63499-71705,TE,Noah,Noah Fant,Fant,7.88666687,15,5400,DEN@NYG,DEN,NYG,Q,Leg,,TE/FLEX
63499-63625,RB,Nyheim,Nyheim Hines,Hines,10.02941176,17,5400,SEA@IND,IND,SEA,,,,RB/FLEX
63499-63634,WR,Jakobi,Jakobi Meyers,Meyers,8.693845896,13,5400,MIA@NE,NE,MIA,,,,WR/FLEX
63499-30989,RB,Kenyan,Kenyan Drake,Drake,11.9799998,15,5400,BAL@LV,LV,BAL,,,,RB/FLEX
63499-70027,RB,Zack,Zack Moss,Moss,7.235714504,14,5400,PIT@BUF,BUF,PIT,,,,RB/FLEX
63499-94625,WR,Jalen,Jalen Reagor,Reagor,5.974999746,12,5400,PHI@ATL,PHI,ATL,,,,WR/FLEX
63499-80353,TE,Robert,Robert Tonyan,Tonyan,9.929411944,17,5400,GB@NO,GB,NO,,,,TE/FLEX
63499-47870,TE,Tyler,Tyler Higbee,Higbee,6.033333249,18,5400,CHI@LAR,LAR,CHI,,,,TE/FLEX
63499-62535,WR,Tyrell,Tyrell Williams,Williams,9.392307575,13,5400,SF@DET,DET,SF,Q,Groin,,WR/FLEX
63499-27776,RB,Tevin,Tevin Coleman,Coleman,1.528571401,7,5400,NYJ@CAR,NYJ,CAR,,,,RB/FLEX
63499-71352,WR,Mecole,Mecole Hardman,Hardman,6.715789393,19,5400,CLE@KC,KC,CLE,,,,WR/FLEX
63499-14187,WR,A.J.,A.J. Green,Green,5.487500191,16,5400,ARI@TEN,ARI,TEN,,,,WR/FLEX
63499-14257,WR,Randall,Randall Cobb,Cobb,8.109999847,10,5400,GB@NO,GB,NO,,,,WR/FLEX
63499-24641,WR,Sammy,Sammy Watkins,Watkins,6.518181541,11,5300,BAL@LV,BAL,LV,,,,WR/FLEX
63499-90537,WR,Henry,Henry Ruggs III,Ruggs III,5.469230652,13,5300,BAL@LV,LV,BAL,,,,WR/FLEX
63499-90576,WR,DeVonta,DeVonta Smith,Smith,,,5300,PHI@ATL,PHI,ATL,,,,WR/FLEX
63499-6739,WR,DeSean,DeSean Jackson,Jackson,6.299999873,6,5300,CHI@LAR,LAR,CHI,,,,WR/FLEX
63499-39580,RB,Devontae,Devontae Booker,Booker,5.146666463,15,5300,DEN@NYG,NYG,DEN,,,,RB/FLEX
63499-70603,RB,Devin,Devin Singletary,Singletary,7.331579108,19,5300,PIT@BUF,BUF,PIT,,,,RB/FLEX
63499-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,6.958333333,12,5300,MIN@CIN,MIN,CIN,IR,Knee - meniscus,,TE/FLEX
63499-11505,WR,Emmanuel,Emmanuel Sanders,Sanders,8.962499619,16,5300,PIT@BUF,BUF,PIT,,,,WR/FLEX
63499-93539,RB,Michael,Michael Carter,Carter,,,5300,NYJ@CAR,NYJ,CAR,Q,Undisclosed,,RB/FLEX
63499-34331,RB,Latavius,Latavius Murray,Murray,8.356249809,16,5300,GB@NO,NO,GB,,,,RB/FLEX
63499-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,6.1,15,5300,SEA@IND,IND,SEA,,,,WR/FLEX
63499-91872,RB,Joshua,Joshua Kelley,Kelley,5.361538227,13,5300,LAC@WAS,LAC,WAS,,,,RB/FLEX
63499-104176,WR,Deonte,Deonte Harris,Harris,4.518181888,11,5300,GB@NO,NO,GB,,,,WR/FLEX
63499-40845,TE,Hunter,Hunter Henry,Henry,8.235714504,14,5300,MIA@NE,NE,MIA,Q,Shoulder,,TE/FLEX
63499-30733,WR/RB,Cordarrelle,Cordarrelle Patterson,Patterson,3.476470498,17,5200,PHI@ATL,ATL,PHI,,,,RB/WR/FLEX
63499-53640,RB,Sony,Sony Michel,Michel,7.977778117,9,5200,CHI@LAR,LAR,CHI,,,,RB/FLEX
63499-55689,RB,Ito,Ito Smith,Smith,3.253333282,15,5200,MIN@CIN,MIN,CIN,,,,RB/FLEX
63499-90573,WR,Jaylen,Jaylen Waddle,Waddle,,,5200,MIA@NE,MIA,NE,,,,WR/FLEX
63499-41426,RB,Phillip,Phillip Lindsay,Lindsay,5.681818182,11,5200,JAC@HOU,HOU,JAC,,,,RB/FLEX
63499-86646,RB,Trey,Trey Sermon,Sermon,,,5200,SF@DET,SF,DET,,,,RB/FLEX
63499-25272,TE,Eric,Eric Ebron,Ebron,8.09375,16,5200,PIT@BUF,PIT,BUF,,,,TE/FLEX
63499-41936,WR,Anthony,Anthony Miller,Miller,5.152941087,17,5200,JAC@HOU,HOU,JAC,Q,Shoulder,,WR/FLEX
63499-11460,TE,Rob,Rob Gronkowski,Gronkowski,7.690000153,20,5200,DAL@TB,TB,DAL,,,,TE/FLEX
63499-60858,WR,Christian,Christian Kirk,Kirk,8.742857252,14,5200,ARI@TEN,ARI,TEN,,,,WR/FLEX
63499-71246,WR,Marquez,Marquez Callaway,Callaway,3.533333249,9,5200,GB@NO,NO,GB,,,,WR/FLEX
63499-7761,TE,Jared,Jared Cook,Cook,6.952940997,17,5200,LAC@WAS,LAC,WAS,,,,TE/FLEX
63499-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,9.100000381,16,5200,GB@NO,GB,NO,,,,WR/FLEX
63499-86192,WR,KJ,KJ Hamler,Hamler,5.77692296,13,5100,DEN@NYG,DEN,NYG,Q,Illness,,WR/FLEX
63499-63759,RB,Tony,Tony Pollard,Pollard,6.675000191,16,5100,DAL@TB,DAL,TB,,,,RB/FLEX
63499-57651,WR,Travis,Travis Fulgham,Fulgham,8.075000127,12,5100,PHI@ATL,PHI,ATL,,,,WR/FLEX
63499-43334,RB,J.D.,J.D. McKissic,McKissic,9.394117468,17,5100,LAC@WAS,WAS,LAC,,,,RB/FLEX
63499-86780,RB,Salvon,Salvon Ahmed,Ahmed,9.071428571,7,5100,MIA@NE,MIA,NE,,,,RB/FLEX
63499-41872,TE,Evan,Evan Engram,Engram,6.84375,16,5100,DEN@NYG,NYG,DEN,Q,Calf,,TE/FLEX
63499-91047,TE,Cole,Cole Kmet,Kmet,3.406666565,15,5100,CHI@LAR,CHI,LAR,,,,TE/FLEX
63499-40126,TE,Austin,Austin Hooper,Hooper,7.146666463,15,5100,CLE@KC,CLE,KC,,,,TE/FLEX
63499-64843,WR,Jalen,Jalen Guyton,Guyton,5.193749905,16,5100,LAC@WAS,LAC,WAS,Q,Upper leg,,WR/FLEX
63499-52897,RB,Darrel,Darrel Williams,Williams,4.5,16,5100,CLE@KC,KC,CLE,Q,Head,,RB/FLEX
63499-30403,WR,Chris,Chris Conley,Conley,5.507142748,14,5100,JAC@HOU,HOU,JAC,,,,WR/FLEX
63499-30678,WR,Damiere,Damiere Byrd,Byrd,6.093333435,15,5100,CHI@LAR,CHI,LAR,,,,WR/FLEX
63499-12549,D,San Francisco,San Francisco 49ers,49ers,5.625,16,5000,SF@DET,SF,DET,,,,DEF
63499-63819,WR,Darius,Darius Slayton,Slayton,7.25,16,5000,DEN@NYG,NYG,DEN,Q,Ankle,,WR/FLEX
63499-88575,WR,Elijah,Elijah Moore,Moore,,,5000,NYJ@CAR,NYJ,CAR,,,,WR/FLEX
63499-88602,QB,Jordan,Jordan Ta'amu,Ta'amu,,,5000,SF@DET,DET,SF,,,,QB
63499-57986,WR,Hunter,Hunter Renfrow,Renfrow,6.474999905,16,5000,BAL@LV,LV,BAL,,,,WR/FLEX
63499-45791,WR,Rashard,Rashard Higgins,Higgins,8.25,14,5000,CLE@KC,CLE,KC,Q,Personal,,WR/FLEX
63499-64242,WR,Keke,Keke Coutee,Coutee,8.8125,8,5000,SEA@IND,IND,SEA,,,,WR/FLEX
63499-27441,RB,Damien,Damien Williams,Williams,11.46363622,11,5000,CHI@LAR,CHI,LAR,,,,RB/FLEX
63499-39818,RB,Wayne,Wayne Gallman Jr.,Gallman Jr.,8.406666565,15,5000,PHI@ATL,ATL,PHI,,,,RB/FLEX
63499-93107,RB,AJ,AJ Dillon,Dillon,4.136363636,11,5000,GB@NO,GB,NO,,,,RB/FLEX
63499-56262,WR,Parris,Parris Campbell,Campbell,3.899999936,3,5000,SEA@IND,IND,SEA,,,,WR/FLEX
63499-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,,,5000,SF@DET,DET,SF,,,,WR/FLEX
63499-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,4.340000153,10,5000,PHI@ATL,ATL,PHI,,,,WR/FLEX
63499-64585,TE,Dawson,Dawson Knox,Knox,5.592857361,14,5000,PIT@BUF,BUF,PIT,,,,TE/FLEX
63499-29780,TE,Zach,Zach Ertz,Ertz,5.409090909,11,5000,PHI@ATL,PHI,ATL,,,,TE/FLEX
63499-11512,TE,Jimmy,Jimmy Graham,Graham,7.535294477,17,5000,CHI@LAR,CHI,LAR,,,,TE/FLEX
63499-87418,WR,Joshua,Joshua Palmer,Palmer,,,5000,LAC@WAS,LAC,WAS,,,,WR/FLEX
63499-32234,RB,Malcolm,Malcolm Brown,Brown,5.716666751,18,5000,MIA@NE,MIA,NE,,,,RB/FLEX
63499-40434,WR,Greg,Greg Ward,Ward,6.662499905,16,5000,PHI@ATL,PHI,ATL,,,,WR/FLEX
63499-62967,WR,Preston,Preston Williams,Williams,8.225000381,8,5000,MIA@NE,MIA,NE,,,,WR/FLEX
63499-69168,WR,N'Keal,N'Keal Harry,Harry,4.415384733,13,5000,MIA@NE,NE,MIA,IR,Shoulder,,WR/FLEX
63499-85845,WR,Rashod,Rashod Bateman,Bateman,,,5000,BAL@LV,BAL,LV,IR,Groin,,WR/FLEX
63499-40857,RB,Peyton,Peyton Barber,Barber,3.785714286,14,5000,BAL@LV,LV,BAL,,,,RB/FLEX
63499-86052,WR,Kadarius,Kadarius Toney,Toney,,,4900,DEN@NYG,NYG,DEN,Q,Undisclosed,,WR/FLEX
63499-53303,RB,Matt,Matt Breida,Breida,3.75,10,4900,PIT@BUF,BUF,PIT,,,,RB/FLEX
63499-24671,WR,Adam,Adam Humphries,Humphries,6.614285605,7,4900,LAC@WAS,WAS,LAC,,,,WR/FLEX
63499-53390,WR,Zach,Zach Pascal,Pascal,7.417646969,17,4900,SEA@IND,IND,SEA,,,,WR/FLEX
63499-12538,D,Los Angeles,Los Angeles Rams,Rams,9.277777778,18,4900,CHI@LAR,LAR,CHI,,,,DEF
63499-63806,RB,Kerryon,Kerryon Johnson,Johnson,4.449999946,14,4900,PHI@ATL,PHI,ATL,,,,RB/FLEX
63499-94534,WR,Gabriel,Gabriel Davis,Davis,6.836841784,19,4900,PIT@BUF,BUF,PIT,,,,WR/FLEX
63499-14704,WR,Chris,Chris Hogan,Hogan,3.133333206,6,4900,GB@NO,NO,GB,,,,WR/FLEX
63499-39286,TE,O.J.,O.J. Howard,Howard,8.024999619,4,4900,DAL@TB,TB,DAL,,,,TE/FLEX
63499-80289,WR,Kendrick,Kendrick Bourne,Bourne,7.01333313,15,4900,MIA@NE,NE,MIA,,,,WR/FLEX
63499-55748,WR,James,James Washington,Washington,5.523529502,17,4900,PIT@BUF,PIT,BUF,,,,WR/FLEX
63499-64031,TE,Hayden,Hayden Hurst,Hurst,7.568749905,16,4900,PHI@ATL,ATL,PHI,,,,TE/FLEX
63499-45631,RB,Jamaal,Jamaal Williams,Williams,7.787499905,16,4900,SF@DET,DET,SF,,,,RB/FLEX
63499-25290,RB,Giovani,Giovani Bernard,Bernard,8.412500381,16,4900,DAL@TB,TB,DAL,,,,RB/FLEX
63499-70383,RB,Darrynton,Darrynton Evans,Evans,2.533333302,6,4900,ARI@TEN,TEN,ARI,IR,Knee,,RB/FLEX
63499-72453,WR,Denzel,Denzel Mims,Mims,4.920000076,10,4900,NYJ@CAR,NYJ,CAR,Q,Hip,,WR/FLEX
63499-48116,TE,Jonnu,Jonnu Smith,Smith,8.106666565,15,4900,MIA@NE,NE,MIA,,,,TE/FLEX
63499-64581,WR,Van,Van Jefferson Jr.,Jefferson Jr.,3.4,15,4900,CHI@LAR,LAR,CHI,Q,Arm,,WR/FLEX
63499-93408,WR,Rondale,Rondale Moore,Moore,,,4900,ARI@TEN,ARI,TEN,,,,WR/FLEX
63499-52451,RB,Samaje,Samaje Perine,Perine,5.01666673,12,4900,MIN@CIN,CIN,MIN,,,,RB/FLEX
63499-91419,WR,Nico,Nico Collins,Collins,,,4900,JAC@HOU,HOU,JAC,,,,WR/FLEX
63499-38264,WR,Demarcus,Demarcus Robinson,Robinson,5.211764616,17,4900,CLE@KC,KC,CLE,,,,WR/FLEX
63499-71032,WR,Devin,Devin Duvernay,Duvernay,2.693749905,16,4900,BAL@LV,BAL,LV,,,,WR/FLEX
63499-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,,,4900,NYJ@CAR,CAR,NYJ,,,,WR/FLEX
63499-57091,WR,Tim,Tim Patrick,Patrick,9.046666463,15,4900,DEN@NYG,DEN,NYG,,,,WR/FLEX
63499-53097,WR,Josh,Josh Reynolds,Reynolds,6.252941356,17,4900,ARI@TEN,TEN,ARI,,,,WR/FLEX
63499-79998,WR,Keelan,Keelan Cole Sr.,Cole Sr.,7.993750095,16,4800,NYJ@CAR,NYJ,CAR,,,,WR/FLEX
63499-28930,RB,James,James White,White,6.57857132,14,4800,MIA@NE,NE,MIA,,,,RB/FLEX
63499-12550,D,Seattle,Seattle Seahawks,Seahawks,6.352941176,17,4800,SEA@IND,SEA,IND,,,,DEF
63499-24920,RB,Devonta,Devonta Freeman,Freeman,6.5,5,4800,GB@NO,NO,GB,,,,RB/FLEX
63499-31207,TE,C.J.,C.J. Uzomah,Uzomah,6.233333588,3,4800,MIN@CIN,CIN,MIN,,,,TE/FLEX
63499-57840,RB,Rashaad,Rashaad Penny,Penny,0.850000024,4,4800,SEA@IND,SEA,IND,,,,RB/FLEX
63499-72182,WR,Dee,Dee Eskridge,Eskridge,,,4800,SEA@IND,SEA,IND,,,,WR/FLEX
63499-57909,RB,Marlon,Marlon Mack,Mack,3.549999952,2,4800,SEA@IND,IND,SEA,,,,RB/FLEX
63499-43912,WR,Chad,Chad Beebe,Beebe,3.645454407,11,4800,MIN@CIN,MIN,CIN,IR,Foot,,WR/FLEX
63499-39859,TE,Jack,Jack Doyle,Doyle,5.07857132,14,4800,SEA@IND,IND,SEA,,,,TE/FLEX
63499-72776,RB,Alexander,Alexander Mattison,Mattison,6.184615502,13,4800,MIN@CIN,MIN,CIN,Q,Undisclosed,,RB/FLEX
63499-87122,WR,Lynn,Lynn Bowden Jr.,Bowden Jr.,3.958000183,10,4800,MIA@NE,MIA,NE,IR,Hamstring,,WR/FLEX
63499-70889,RB,Benny,Benny Snell Jr.,Snell Jr.,4.506249905,16,4800,PIT@BUF,PIT,BUF,,,,RB/FLEX
63499-56580,WR,Christian,Christian Blake,Blake,2.575000048,8,4800,PHI@ATL,ATL,PHI,,,,WR/FLEX
63499-60705,WR,Tyron,Tyron Johnson,Johnson,6.318181818,11,4800,JAC@HOU,JAC,HOU,,,,WR/FLEX
63499-60977,RB,Ty'Son,Ty'Son Williams,Williams,0,1,4800,BAL@LV,BAL,LV,,,,RB/FLEX
63499-55042,TE,Dalton,Dalton Schultz,Schultz,7.1875,16,4800,DAL@TB,DAL,TB,,,,TE/FLEX
63499-28473,RB,Carlos,Carlos Hyde,Hyde,7.036363775,11,4800,JAC@HOU,JAC,HOU,,,,RB/FLEX
63499-61273,WR,Scotty,Scotty Miller,Miller,5.694444444,18,4800,DAL@TB,TB,DAL,,,,WR/FLEX
63499-55165,RB,Justin,Justin Jackson,Jackson,6.974999905,8,4800,LAC@WAS,LAC,WAS,,,,RB/FLEX
63499-57299,TE,Gerald,Gerald Everett,Everett,4.258823619,17,4800,SEA@IND,SEA,IND,,,,TE/FLEX
63499-57338,TE,Jordan,Jordan Akins,Akins,5.015384381,13,4800,JAC@HOU,HOU,JAC,,,,TE/FLEX
63499-57432,WR,Cameron,Cameron Batson,Batson,2.510000038,10,4700,ARI@TEN,TEN,ARI,,,,WR/FLEX
63499-79987,WR,David,David Moore,Moore,6.017647238,17,4700,BAL@LV,LV,BAL,,,,WR/FLEX
63499-69836,WR,Collin,Collin Johnson,Johnson,4.563636433,11,4700,DEN@NYG,NYG,DEN,,,,WR/FLEX
63499-71957,WR,Quintez,Quintez Cephus,Cephus,4.741666794,12,4700,SF@DET,DET,SF,,,,WR/FLEX
63499-80294,TE,Anthony,Anthony Firkser,Firkser,4.349999905,16,4700,ARI@TEN,TEN,ARI,,,,TE/FLEX
63499-27229,RB,Ameer,Ameer Abdullah,Abdullah,2.6,10,4700,MIN@CIN,MIN,CIN,,,,RB/FLEX
63499-55970,RB,Royce,Royce Freeman,Freeman,2.827272762,11,4700,NYJ@CAR,CAR,NYJ,,,,RB/FLEX
63499-27338,RB,Rex,Rex Burkhead,Burkhead,9.509999847,10,4700,JAC@HOU,HOU,JAC,,,,RB/FLEX
63499-54010,RB,Brian,Brian Hill,Hill,5.181250095,16,4700,ARI@TEN,TEN,ARI,Q,Undisclosed,,RB/FLEX
63499-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,,,4700,PHI@ATL,PHI,ATL,,,,RB/FLEX
63499-33578,RB,Jalen,Jalen Richard,Richard,3.199999883,13,4700,BAL@LV,LV,BAL,IR,Foot,,RB/FLEX
63499-64339,WR,Auden,Auden Tate,Tate,2.444444444,9,4700,MIN@CIN,CIN,MIN,,,,WR/FLEX
63499-70601,TE,Harrison,Harrison Bryant,Bryant,3.557142803,14,4700,CLE@KC,CLE,KC,,,,TE/FLEX
63499-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,3.964285714,14,4700,CLE@KC,CLE,KC,,,,WR/FLEX
63499-64841,WR,Equanimeous,Equanimeous St. Brown,St. Brown,2.660000038,10,4700,GB@NO,GB,NO,,,,WR/FLEX
63499-54608,RB,Jerick,Jerick McKinnon,McKinnon,7.835714068,14,4700,CLE@KC,KC,CLE,,,,RB/FLEX
63499-93538,WR,Dyami,Dyami Brown,Brown,,,4700,LAC@WAS,WAS,LAC,,,,WR/FLEX
63499-34154,WR,J.J.,J.J. Nelson,Nelson,0,1,4700,SEA@IND,IND,SEA,IR,Groin,,WR/FLEX
63499-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,4.666666667,3,4700,GB@NO,NO,GB,,,,WR/FLEX
63499-44449,WR,Willie,Willie Snead IV,Snead IV,5.639999898,15,4700,BAL@LV,LV,BAL,,,,WR/FLEX
63499-87467,RB,Chuba,Chuba Hubbard,Hubbard,,,4700,NYJ@CAR,CAR,NYJ,,,,RB/FLEX
63499-26038,TE,Tyler,Tyler Kroft,Kroft,5.983333588,6,4700,NYJ@CAR,NYJ,CAR,,,,TE/FLEX
63499-87515,WR,Tylan,Tylan Wallace,Wallace,,,4700,BAL@LV,BAL,LV,,,,WR/FLEX
63499-60910,WR,Dede,Dede Westbrook,Westbrook,-0.366666675,3,4700,MIN@CIN,MIN,CIN,Q,Knee - acl,,WR/FLEX
63499-32243,WR,Marquise,Marquise Goodwin,Goodwin,0,1,4700,CHI@LAR,CHI,LAR,,,,WR/FLEX
63499-22018,WR,Mohamed,Mohamed Sanu,Sanu,4.4375,8,4700,SF@DET,SF,DET,,,,WR/FLEX
63499-63050,RB,Ty,Ty Johnson,Johnson,5.027272658,11,4700,NYJ@CAR,NYJ,CAR,,,,RB/FLEX
63499-69295,WR,Byron,Byron Pringle,Pringle,4.60000017,9,4700,CLE@KC,KC,CLE,,,,WR/FLEX
63499-69303,WR,Freddie,Freddie Swain,Swain,2.692857197,14,4700,SEA@IND,SEA,IND,,,,WR/FLEX
63499-71367,RB,La'Mical,La'Mical Perine,Perine,4.7,10,4700,NYJ@CAR,NYJ,CAR,Q,Foot,,RB/FLEX
63499-71444,RB,Travis,Travis Homer,Homer,3.14444436,9,4700,SEA@IND,SEA,IND,,,,RB/FLEX
63499-71521,RB,Justice,Justice Hill,Hill,1.3125,8,4700,BAL@LV,BAL,LV,O,Achilles,,RB/FLEX
63499-14211,RB,Mark,Mark Ingram II,Ingram II,4.990000153,10,4700,JAC@HOU,HOU,JAC,,,,RB/FLEX
63499-69581,WR,Cedrick,Cedrick Wilson,Wilson,4.311999893,10,4700,DAL@TB,DAL,TB,,,,WR/FLEX
63499-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,4.381249905,16,4700,SEA@IND,IND,SEA,,,,TE/FLEX
63499-55323,RB,Jaylen,Jaylen Samuels,Samuels,1.32222218,9,4600,PIT@BUF,PIT,BUF,,,,RB/FLEX
63499-55335,TE,David,David Njoku,Njoku,3.99230781,13,4600,CLE@KC,CLE,KC,,,,TE/FLEX
63499-71723,WR,Dez,Dez Fitzpatrick,Fitzpatrick,,,4600,ARI@TEN,TEN,ARI,,,,WR/FLEX
63499-88109,RB,Gary,Gary Brightwell,Brightwell,,,4600,DEN@NYG,NYG,DEN,,,,RB/FLEX
63499-94262,WR,Antonio,Antonio Gandy-Golden,Gandy-Golden,0.75,4,4600,LAC@WAS,WAS,LAC,,,,WR/FLEX
63499-55366,RB,Qadree,Qadree Ollison,Ollison,0.300000012,1,4600,PHI@ATL,ATL,PHI,,,,RB/FLEX
63499-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,,,4600,MIN@CIN,MIN,CIN,,,,WR/FLEX
63499-79974,RB,Tarik,Tarik Cohen,Cohen,2.9,5,4600,CHI@LAR,CHI,LAR,NA,Knee - acl,,RB/FLEX
63499-104577,WR,Gunner,Gunner Olszewski,Olszewski,1.916666667,12,4600,MIA@NE,NE,MIA,,,,WR/FLEX
63499-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,1.21875,16,4600,CLE@KC,CLE,KC,,,,RB/FLEX
63499-69860,RB,Trayveon,Trayveon Williams,Williams,2.742857252,7,4600,MIN@CIN,CIN,MIN,,,,RB/FLEX
63499-53498,WR,Richie,Richie James,James,5.290000153,10,4600,SF@DET,SF,DET,IR,Knee,,WR/FLEX
63499-45307,WR,Rodney,Rodney Adams,Adams,0,2,4600,CHI@LAR,CHI,LAR,,,,WR/FLEX
63499-12553,D,Carolina,Carolina Panthers,Panthers,6.25,16,4600,NYJ@CAR,CAR,NYJ,,,,DEF
63499-86295,RB,Michael,Michael Warren,Warren,0,2,4600,SF@DET,DET,SF,Q,Undisclosed,,RB/FLEX
63499-70023,WR,Cornell,Cornell Powell,Powell,,,4600,CLE@KC,KC,CLE,,,,WR/FLEX
63499-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,5.551764544,17,4600,PIT@BUF,BUF,PIT,,,,WR/FLEX
63499-55694,WR,Mike,Mike Thomas,Thomas,2.379999924,10,4600,MIN@CIN,CIN,MIN,,,,WR/FLEX
63499-43433,RB,Boston,Boston Scott,Scott,5.193749905,16,4600,PHI@ATL,PHI,ATL,,,,RB/FLEX
63499-70133,RB,Jake,Jake Funk,Funk,,,4600,CHI@LAR,LAR,CHI,,,,RB/FLEX
63499-41475,WR,John,John Ross III,Ross III,0.900000016,3,4600,DEN@NYG,NYG,DEN,IR,Hamstring,,WR/FLEX
63499-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,1.305882398,17,4600,PIT@BUF,PIT,BUF,,,,WR/FLEX
63499-58041,RB,Mike,Mike Boone,Boone,2.316666603,6,4600,DEN@NYG,DEN,NYG,IR,Quadriceps,,RB/FLEX
63499-94936,RB,Larry,Larry Rountree III,Rountree III,,,4600,LAC@WAS,LAC,WAS,,,,RB/FLEX
63499-72412,RB,Khalil,Khalil Herbert,Herbert,,,4600,CHI@LAR,CHI,LAR,,,,RB/FLEX
63499-92976,WR,Tutu,Tutu Atwell,Atwell,,,4600,CHI@LAR,LAR,CHI,,,,WR/FLEX
63499-93023,RB,Jermar,Jermar Jefferson,Jefferson,,,4600,SF@DET,DET,SF,,,,RB/FLEX
63499-41867,RB,Jordan,Jordan Wilkins,Wilkins,4.60833327,12,4600,SEA@IND,IND,SEA,,,,RB/FLEX
63499-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,,,4600,MIA@NE,NE,MIA,,,,RB/FLEX
63499-56248,WR,Noah,Noah Brown,Brown,2.279999924,10,4600,DAL@TB,DAL,TB,IR,Illness,,WR/FLEX
63499-70663,WR,Frank,Frank Darby,Darby,,,4600,PHI@ATL,ATL,PHI,,,,WR/FLEX
63499-29734,RB,Ty,Ty Montgomery,Montgomery,3.5,5,4600,GB@NO,NO,GB,,,,RB/FLEX
63499-62508,TE,James,James O'Shaughnessy,O'Shaughnessy,2.680000051,15,4600,JAC@HOU,JAC,HOU,,,,TE/FLEX
63499-42046,TE,Durham,Durham Smythe,Smythe,3.523076864,13,4600,MIA@NE,MIA,NE,,,,TE/FLEX
63499-68694,RB,Antonio,Antonio Williams,Williams,20.79999924,1,4600,PIT@BUF,BUF,PIT,Q,Neck,,RB/FLEX
63499-91225,RB,Kylin,Kylin Hill,Hill,,,4600,GB@NO,GB,NO,,,,RB/FLEX
63499-68712,WR,Tyler,Tyler Johnson,Johnson,3,13,4600,DAL@TB,TB,DAL,,,,WR/FLEX
63499-83091,RB,Trenton,Trenton Cannon,Cannon,0.64000001,10,4600,NYJ@CAR,CAR,NYJ,,,,RB/FLEX
63499-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,0,1,4600,JAC@HOU,JAC,HOU,,,,WR/FLEX
63499-130270,TE,Adam,Adam Trautman,Trautman,2.863636364,11,4600,GB@NO,NO,GB,Q,Ankle,,TE/FLEX
63499-64744,RB,Josh,Josh Adams,Adams,4.799999782,7,4600,NYJ@CAR,NYJ,CAR,,,,RB/FLEX
63499-52495,WR,Braxton,Braxton Berrios,Berrios,5.253333537,15,4600,NYJ@CAR,NYJ,CAR,,,,WR/FLEX
63499-68901,RB,Gerrid,Gerrid Doaks,Doaks,,,4600,MIA@NE,MIA,NE,,,,RB/FLEX
63499-52591,RB,Rodney,Rodney Smith,Smith,3.555555556,9,4600,NYJ@CAR,CAR,NYJ,Q,Undisclosed,,RB/FLEX
63499-73130,RB,Chris,Chris Evans,Evans,,,4600,MIN@CIN,CIN,MIN,,,,RB/FLEX
63499-22037,RB,Lamar,Lamar Miller,Miller,0.533333341,3,4600,LAC@WAS,WAS,LAC,,,,RB/FLEX
63499-91677,WR,Shi,Shi Smith,Smith,,,4600,NYJ@CAR,CAR,NYJ,Q,Shoulder,,WR/FLEX
63499-54817,WR,Diontae,Diontae Spencer,Spencer,1.090909091,11,4600,DEN@NYG,DEN,NYG,,,,WR/FLEX
63499-63078,RB,Ke'Shawn,Ke'Shawn Vaughn,Vaughn,2.985714231,7,4600,DAL@TB,TB,DAL,,,,RB/FLEX
63499-87662,WR,Anthony,Anthony Schwartz,Schwartz,,,4600,CLE@KC,CLE,KC,,,,WR/FLEX
63499-61060,RB,Devine,Devine Ozigbo,Ozigbo,1.466666698,6,4600,JAC@HOU,JAC,HOU,,,,RB/FLEX
63499-69276,WR,Bryan,Bryan Edwards,Edwards,3.422222137,9,4600,BAL@LV,LV,BAL,,,,WR/FLEX
63499-71359,WR,Javon,Javon Wims,Wims,1.572727203,11,4600,CHI@LAR,CHI,LAR,,,,WR/FLEX
63499-63186,WR,James,James Proche,Proche,0.158333331,12,4600,BAL@LV,BAL,LV,,,,WR/FLEX
63499-63201,RB,Xavier,Xavier Jones,Jones,0,3,4600,CHI@LAR,LAR,CHI,IR,Achilles,,RB/FLEX
63499-85762,RB,Eno,Eno Benjamin,Benjamin,0,2,4600,ARI@TEN,ARI,TEN,,,,RB/FLEX
63499-69383,WR,Dezmon,Dezmon Patmon,Patmon,0,1,4600,SEA@IND,IND,SEA,IR,Foot,,WR/FLEX
